,state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
268,IA,2014,1.9,13.3,48.9,28.5,28.9,106.8,183.0,140.6,56.7,10.9,0.6,2.7,6.8,4.5,4.6,11.6,10.4,6.8,4.1,1.6,1.0,8.6,34.5,19.7,19.9,78.4,143.0,111.0,43.5,7.6,605.4,319.0,198.0,228.2,232.1,147.5,72.4,61.2,94.3,216.0,40.0,790.0,2180.0,2970.0,3010.0,12050.0,17020.0,13800.0,5100.0,980.0,10.0,160.0,300.0,470.0,480.0,1300.0,960.0,670.0,370.0,150.0,21.0,512,1536,2048,2069,8846,13299,10886,3908,679,,120.0,340.0,460.0,460.0,1900.0,2760.0,2240.0,820.0,150.0,20249,59684,44536,104220,104220,112794,93005,98105,89900,89154,587178,3930,39687,88.5,67.6,6.7,99.0,8330,51950,, 1 Mar 2021
269,IA,2015,1.4,12.2,47.1,27.0,27.2,102.1,183.7,141.0,59.6,11.3,0.7,2.7,6.4,4.3,4.4,11.7,11.1,7.2,3.9,1.4,0.6,7.7,33.3,18.6,18.7,74.4,142.9,110.9,46.1,8.2,1085.7,346.2,192.7,229.5,234.8,157.2,77.5,64.6,84.6,167.5,30.0,740.0,2090.0,2820.0,2850.0,11520.0,17090.0,13800.0,5510.0,990.0,10.0,160.0,280.0,450.0,460.0,1320.0,1030.0,700.0,360.0,120.0,12.0,466,1477,1943,1955,8388,13296,10861,4264,718,,110.0,320.0,430.0,440.0,1810.0,2760.0,2240.0,890.0,160.0,19907,60343,44307,104650,104650,112748,93044,97897,92548,87603,588490,3990,39482,88.0,67.1,6.8,101.1,8300,51770,, 1 Mar 2021
270,IA,2016,1.0,10.3,45.8,25.3,25.5,100.2,181.6,145.0,58.1,12.3,,2.2,7.0,4.2,4.3,11.4,11.4,7.4,4.2,1.6,0.5,6.6,31.7,17.2,17.3,73.1,140.9,114.1,44.6,8.8,,330.5,220.8,244.9,247.7,155.7,80.6,64.9,93.3,187.3,20.0,620.0,2030.0,2650.0,2670.0,11200.0,17170.0,14100.0,5540.0,1060.0,,130.0,310.0,440.0,450.0,1270.0,1070.0,720.0,400.0,140.0,10.0,396,1408,1804,1814,8167,13323,11092,4256,751,,90.0,310.0,400.0,410.0,1760.0,2770.0,2290.0,890.0,160.0,19591,60377,44350,104727,104727,111771,94553,97254,95371,85606,589282,4050,39403,87.8,66.9,6.9,102.8,8290,51740,, 1 Mar 2021
271,IA,2017,1.7,9.7,41.5,23.1,23.5,92.8,171.0,145.1,60.0,12.3,,1.6,6.0,3.5,3.6,10.0,10.1,7.0,4.1,1.4,1.1,6.6,29.0,16.1,16.3,68.2,133.3,114.5,46.2,8.9,,248.3,207.4,217.0,218.2,145.9,75.8,61.4,89.4,160.9,30.0,580.0,1830.0,2410.0,2450.0,10230.0,16660.0,13880.0,5860.0,1050.0,,100.0,270.0,360.0,370.0,1100.0,980.0,670.0,400.0,120.0,22.0,396,1282,1678,1700,7520,12982,10953,4511,764,,90.0,280.0,370.0,380.0,1610.0,2690.0,2260.0,940.0,170.0,19942,60175,44152,104327,104327,110213,97423,95673,97682,85721,591039,3650,38430,84.8,65.0,6.2,95.0,8050,50130,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
285,KS,2014,1.9,16.2,69.4,37.7,38.1,120.5,171.7,136.5,58.5,11.9,,1.8,7.6,4.1,4.2,11.8,10.8,6.8,4.4,1.6,1.2,11.9,50.9,27.6,27.9,89.6,133.2,107.5,44.7,8.5,,151.6,149.0,149.7,151.4,131.9,81.1,63.4,98.0,183.4,40.0,930.0,2710.0,3650.0,3690.0,12570.0,15870.0,13080.0,5040.0,1000.0,,100.0,300.0,400.0,410.0,1230.0,1000.0,650.0,380.0,130.0,24.0,684,1990,2674,2698,9347,12311,10301,3851,715,,150.0,430.0,570.0,580.0,1990.0,2560.0,2130.0,810.0,160.0,19631,57666,39097,96763,96763,104342,92439,95823,86139,84295,559801,3800,39223,91.5,70.1,6.8,96.9,8220,51250,, 1 Mar 2021
286,KS,2015,1.3,13.7,66.3,34.7,34.9,118.0,172.5,136.0,59.4,12.7,,1.6,6.5,3.6,3.7,11.0,10.5,7.1,4.4,1.4,0.7,9.9,49.2,25.6,25.7,88.2,134.1,106.9,45.5,9.3,,163.3,133.0,140.0,142.0,124.9,78.2,66.0,96.7,155.7,20.0,790.0,2560.0,3360.0,3380.0,12390.0,15890.0,13050.0,5250.0,1050.0,,90.0,250.0,350.0,350.0,1160.0,970.0,680.0,390.0,120.0,14.0,576,1903,2479,2493,9264,12357,10256,4017,767,,120.0,410.0,530.0,530.0,1970.0,2570.0,2120.0,840.0,170.0,19477,58182,38662,96844,96844,104993,92120,95981,88363,82623,560924,3660,39154,90.9,69.8,6.5,93.5,8200,51010,, 1 Mar 2021
287,KS,2016,1.8,13.1,55.7,30.0,30.4,111.9,165.3,139.1,59.4,12.9,,1.6,6.1,3.4,3.4,10.4,10.6,6.7,4.0,1.6,1.2,9.5,40.8,21.9,22.2,83.7,128.1,109.7,45.8,9.3,,165.7,149.0,153.3,155.2,124.2,82.6,61.1,87.8,169.3,30.0,760.0,2150.0,2910.0,2940.0,11620.0,15250.0,13290.0,5380.0,1050.0,,90.0,230.0,330.0,330.0,1080.0,980.0,640.0,360.0,130.0,22.0,551,1574,2125,2147,8696,11816,10489,4148,757,,120.0,340.0,460.0,460.0,1850.0,2460.0,2160.0,870.0,160.0,19023,58296,38540,96836,96836,103903,92246,95583,90566,81101,560235,3520,38053,88.4,67.9,6.3,92.6,7960,49540,, 1 Mar 2021
288,KS,2017,1.4,11.2,57.4,29.7,30.0,105.4,160.0,135.0,58.8,12.8,,1.5,7.0,3.7,3.8,10.5,10.5,6.5,4.0,1.5,0.7,7.9,41.4,21.3,21.5,78.2,123.7,106.6,45.4,9.3,,194.1,170.1,175.5,179.2,134.4,84.8,60.9,88.2,165.3,30.0,650.0,2220.0,2870.0,2890.0,10780.0,14880.0,12690.0,5410.0,1040.0,,90.0,270.0,360.0,370.0,1070.0,980.0,610.0,370.0,120.0,13.0,459,1598,2057,2070,7999,11507,10015,4173,755,,100.0,350.0,450.0,450.0,1710.0,2400.0,2060.0,870.0,160.0,19539,57875,38591,96466,96466,102277,92998,93972,91989,81222,558924,3520,36519,85.3,65.3,6.3,96.5,7660,47700,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
302,KY,2014,2.9,20.4,88.1,47.2,47.8,137.6,156.0,111.8,46.9,9.0,0.9,2.6,7.3,4.4,4.6,10.7,9.5,6.1,3.8,1.3,1.6,14.7,66.7,35.3,35.6,104.9,121.4,87.6,35.6,6.4,568.3,173.8,109.7,125.9,129.9,102.2,77.9,69.6,108.1,200.3,80.0,1710.0,4820.0,6530.0,6610.0,21210.0,21710.0,15870.0,6410.0,1290.0,30.0,210.0,400.0,610.0,640.0,1650.0,1310.0,870.0,530.0,180.0,45.0,1229,3648,4877,4922,16161,16887,12432,4859,909,10.0,270.0,770.0,1040.0,1050.0,3400.0,3510.0,2570.0,1020.0,200.0,28357,83620,54658,138278,138278,154121,139138,141952,136655,142824,852968,5180,56170,85.7,65.9,6.1,92.2,11750,73100,, 1 Mar 2021
303,KY,2015,3.1,17.9,81.1,42.8,43.4,136.9,155.4,112.4,47.6,10.0,0.9,1.9,6.6,3.7,3.9,10.6,9.2,5.8,3.2,1.5,1.8,13.2,61.6,32.3,32.6,104.4,121.1,88.4,36.7,6.9,492.9,141.7,106.5,115.3,119.4,101.4,75.9,65.1,87.1,218.9,90.0,1520.0,4460.0,5970.0,6060.0,20660.0,22160.0,15680.0,6600.0,1400.0,20.0,160.0,360.0,520.0,540.0,1600.0,1310.0,800.0,440.0,210.0,50.0,1120,3383,4503,4553,15756,17267,12329,5095,971,10.0,240.0,710.0,950.0,960.0,3310.0,3580.0,2550.0,1060.0,220.0,27840,84627,54915,139542,139542,150911,142624,139535,138828,139936,851376,4910,55971,85.2,65.7,5.8,87.7,11690,72570,, 1 Mar 2021
304,KY,2016,2.7,16.4,78.4,40.9,41.4,131.3,149.6,117.8,49.2,9.8,0.8,1.7,6.0,3.4,3.6,9.5,8.9,5.7,3.6,1.1,1.5,12.0,59.8,30.9,31.2,100.7,116.5,93.0,37.7,7.1,500.6,144.6,100.7,111.0,114.8,94.0,76.3,60.9,94.5,160.1,70.0,1380.0,4340.0,5730.0,5800.0,19340.0,22040.0,16210.0,6930.0,1330.0,20.0,150.0,330.0,480.0,500.0,1390.0,1310.0,780.0,500.0,150.0,42.0,1018,3313,4331,4373,14835,17169,12797,5312,963,10.0,220.0,700.0,910.0,920.0,3110.0,3560.0,2640.0,1110.0,210.0,27171,84558,55417,139975,139975,147322,147394,137595,140856,135821,848963,4640,55449,84.4,65.3,5.5,83.7,11550,71650,, 1 Mar 2021
305,KY,2017,2.3,,,38.5,39.0,129.4,147.0,117.9,49.6,10.4,0.7,,,3.3,3.5,9.2,9.0,6.3,3.9,1.3,1.3,10.4,56.9,29.0,29.3,99.4,114.3,92.4,37.7,7.5,538.8,,,114.7,118.4,92.4,78.7,68.5,104.3,176.5,60.0,,,5380.0,5450.0,18830.0,22170.0,16090.0,7010.0,1400.0,20.0,,,470.0,480.0,1340.0,1360.0,860.0,560.0,180.0,36.0,870,3190,4060,4096,14468,17228,12620,5334,1006,,,,860.0,870.0,3030.0,3580.0,2610.0,1120.0,220.0,27535,83811,56073,139884,139884,145533,150769,136521,141448,134368,848523,4780,54752,83.6,64.5,5.6,87.2,11430,70960,, 1 Mar 2021
319,LA,2014,5.3,22.4,93.3,49.8,50.9,148.3,158.8,115.7,51.4,10.6,1.4,3.3,10.6,6.1,6.4,17.8,16.5,10.4,5.8,1.9,3.2,15.7,68.0,35.9,36.6,107.2,117.2,86.9,37.5,7.1,427.9,209.4,155.3,169.8,174.5,165.8,140.7,119.6,153.6,269.5,160.0,2020.0,5290.0,7310.0,7470.0,25690.0,26890.0,19070.0,7370.0,1490.0,40.0,300.0,600.0,890.0,940.0,3080.0,2790.0,1710.0,830.0,270.0,98.0,1411,3859,5270,5368,18584,19845,14318,5386,996,20.0,310.0,830.0,1140.0,1170.0,4020.0,4250.0,3030.0,1160.0,230.0,30969,90027,56718,146745,146745,173284,169343,164850,143437,141267,938926,9620,64497,93.7,68.7,10.2,149.1,13860,87980,, 1 Mar 2021
320,LA,2015,4.8,21.7,89.7,47.7,48.6,150.4,157.7,117.4,53.1,11.7,1.3,3.4,10.0,5.9,6.2,18.3,16.9,10.5,6.3,2.0,2.8,15.0,65.6,34.3,34.9,108.5,115.9,88.2,38.5,7.9,457.0,226.0,152.0,172.0,176.7,168.8,145.6,119.1,162.6,252.7,140.0,1980.0,5040.0,7020.0,7170.0,25230.0,27050.0,19500.0,7870.0,1620.0,40.0,310.0,560.0,870.0,910.0,3070.0,2900.0,1740.0,930.0,280.0,85.0,1366,3689,5055,5140,18208,19887,14654,5706,1097,20.0,300.0,790.0,1100.0,1120.0,3950.0,4270.0,3110.0,1230.0,250.0,30279,91127,56227,147354,147354,167782,171547,166081,148273,138258,939295,9830,64692,94.2,68.9,10.5,151.9,13920,88440,, 1 Mar 2021
321,LA,2016,4.7,19.4,83.0,43.7,44.6,146.5,154.6,119.3,54.2,12.2,1.3,3.8,10.0,6.1,6.4,18.5,17.1,11.3,6.6,1.9,2.7,12.7,60.0,30.8,31.3,105.2,113.2,89.0,39.2,8.5,475.4,295.3,166.7,199.6,204.4,175.4,151.2,127.4,167.3,224.9,140.0,1770.0,4680.0,6450.0,6590.0,23520.0,26970.0,19820.0,8290.0,1660.0,40.0,340.0,560.0,910.0,950.0,2960.0,2980.0,1880.0,1000.0,260.0,80.0,1163,3382,4545,4625,16888,19738,14788,5990,1149,20.0,270.0,730.0,1000.0,1020.0,3670.0,4250.0,3150.0,1300.0,260.0,29504,91317,56344,147661,147661,160526,174405,166108,152855,135804,937359,10040,63178,92.7,67.4,10.7,158.9,13640,86850,, 1 Mar 2021
322,LA,2017,3.4,,,41.3,42.0,143.0,147.7,118.1,53.5,12.1,1.0,,,5.8,6.0,17.8,15.5,10.6,5.9,2.1,1.9,11.5,57.5,29.2,29.6,102.9,108.9,88.7,39.2,8.2,504.8,,,197.5,201.5,172.7,142.5,119.6,151.7,252.6,100.0,,,6050.0,6150.0,22230.0,25700.0,19360.0,8350.0,1650.0,30.0,,,840.0,870.0,2760.0,2700.0,1740.0,930.0,280.0,57.0,1041,3228,4269,4326,15994,18939,14538,6107,1114,10.0,,,940.0,950.0,3480.0,4060.0,3080.0,1310.0,250.0,29407,90210,56137,146347,146347,155480,173990,163945,155918,135623,931303,9280,61018,89.6,65.5,10.0,152.1,13130,83430,, 1 Mar 2021
336,ME,2014,1.8,12.5,48.5,27.4,27.7,107.7,141.1,121.0,56.2,12.2,,4.1,11.0,6.9,7.1,20.0,16.8,10.2,5.5,2.4,,6.7,30.3,16.4,16.6,71.4,102.2,91.5,41.8,8.0,,608.8,364.0,422.3,425.0,280.7,163.9,111.9,132.2,295.9,10.0,290.0,800.0,1090.0,1100.0,4210.0,5390.0,4580.0,2080.0,510.0,,90.0,180.0,280.0,280.0,780.0,640.0,390.0,200.0,100.0,,156,499,655,662,2791,3905,3459,1544,337,,40.0,120.0,160.0,160.0,640.0,840.0,730.0,330.0,80.0,7589,23407,16450,39857,39857,39083,38193,37810,36965,42178,234086,2400,12698,76.4,54.2,10.2,188.7,2780,17870,, 1 Mar 2021
337,ME,2015,,10.1,47.3,25.5,25.7,102.8,139.9,122.3,57.3,11.1,,3.4,10.7,6.4,6.6,18.5,15.1,9.4,6.7,2.0,,5.3,29.6,15.3,15.4,68.8,102.7,93.3,41.5,7.4,,635.0,361.0,416.9,426.3,268.8,147.4,100.3,162.2,268.5,,230.0,770.0,1000.0,1010.0,3950.0,5390.0,4660.0,2140.0,450.0,,80.0,170.0,250.0,260.0,710.0,580.0,360.0,250.0,80.0,,123,480,603,604,2642,3957,3554,1550,300,,30.0,110.0,150.0,150.0,600.0,850.0,750.0,340.0,70.0,7410,23078,16218,39296,39296,38427,38520,38086,37314,40497,232140,2240,12607,75.8,54.3,9.6,177.6,2750,17590,, 1 Mar 2021
338,ME,2016,,9.1,45.8,24.1,24.4,97.6,139.6,123.8,57.3,12.0,,3.1,9.6,5.8,5.9,16.3,14.1,10.6,5.4,1.7,,4.7,29.3,14.8,14.9,66.4,103.3,93.4,42.8,8.5,,674.6,329.0,393.4,397.8,244.7,136.8,113.9,126.6,204.3,,210.0,730.0,940.0,950.0,3700.0,5430.0,4810.0,2180.0,470.0,,70.0,150.0,230.0,230.0,620.0,550.0,410.0,210.0,70.0,,107,467,574,578,2516,4024,3630,1629,328,,30.0,110.0,140.0,140.0,560.0,860.0,770.0,350.0,70.0,7149,22930,15935,38865,38865,37869,38937,38866,38072,38807,231416,2080,12705,75.8,54.9,9.0,163.9,2750,17540,, 1 Mar 2021
339,ME,2017,,9.7,42.0,22.9,23.0,93.5,128.8,123.6,58.3,11.6,,3.7,10.4,6.4,6.5,15.9,13.3,9.9,6.1,1.4,,4.7,25.5,13.2,13.3,63.3,95.1,93.9,43.0,8.3,,786.7,406.2,485.4,488.6,251.8,139.7,105.3,142.2,173.2,,220.0,660.0,870.0,880.0,3480.0,5090.0,4860.0,2270.0,440.0,,80.0,160.0,240.0,250.0,590.0,520.0,390.0,240.0,50.0,,105,399,504,505,2354,3757,3692,1676,314,,30.0,100.0,130.0,130.0,530.0,800.0,780.0,360.0,70.0,7205,22434,15650,38084,38084,37190,39499,39316,39000,37780,230869,2050,12298,73.7,53.3,8.9,166.4,2660,17010,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
353,MD,2014,4.1,19.0,66.0,38.1,38.9,128.1,153.5,154.9,88.1,21.4,2.3,8.0,25.6,15.2,15.6,44.8,33.4,20.9,13.1,4.2,1.3,8.5,31.5,17.9,18.1,65.6,97.3,109.9,61.3,14.0,1698.3,938.2,813.0,848.5,861.1,682.5,343.9,190.4,214.1,301.5,160.0,2140.0,5070.0,7210.0,7370.0,25200.0,31900.0,32140.0,16830.0,4340.0,90.0,900.0,1970.0,2870.0,2950.0,8820.0,6950.0,4340.0,2510.0,850.0,51.0,957,2422,3379,3430,12917,20212,22804,11724,2834,20.0,280.0,680.0,960.0,980.0,3460.0,4740.0,5000.0,2600.0,650.0,38034,112409,76817,189226,189226,196776,207810,207555,191119,202627,1195113,26430,73921,98.5,61.9,22.1,357.5,17430,117770,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)", 1 Mar 2021
354,MD,2015,3.0,17.6,60.9,35.0,35.6,123.5,155.1,155.8,86.6,22.1,1.8,6.9,22.8,13.3,13.6,42.5,34.8,22.5,12.4,3.9,0.9,8.4,29.8,17.0,17.2,64.0,97.3,109.1,60.8,14.9,2029.9,818.9,763.5,779.8,792.5,664.8,357.8,206.4,204.7,260.3,110.0,1990.0,4620.0,6610.0,6730.0,23990.0,32360.0,32560.0,16950.0,4360.0,70.0,780.0,1730.0,2510.0,2570.0,8260.0,7270.0,4710.0,2430.0,760.0,33.0,947,2267,3214,3247,12422,20306,22814,11895,2932,10.0,270.0,630.0,890.0,910.0,3310.0,4790.0,5030.0,2620.0,660.0,37436,112854,75988,188842,188842,194220,208637,209021,195648,196790,1193158,26010,73616,98.0,61.7,21.8,353.3,17320,116950,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)", 1 Mar 2021
355,MD,2016,2.8,15.5,59.5,33.1,33.6,117.5,153.8,156.7,90.0,23.6,1.4,6.2,22.2,12.6,12.9,40.6,35.1,22.8,13.0,4.7,1.0,7.2,29.2,16.0,16.2,60.7,96.0,109.7,63.1,15.3,1316.8,866.0,759.8,788.5,795.1,667.9,366.2,207.3,205.5,307.7,100.0,1760.0,4480.0,6240.0,6340.0,22350.0,32090.0,32760.0,18040.0,4480.0,50.0,710.0,1670.0,2380.0,2430.0,7710.0,7330.0,4760.0,2600.0,900.0,38.0,816,2201,3017,3055,11551,20023,22939,12653,2915,10.0,230.0,610.0,840.0,850.0,3080.0,4740.0,5060.0,2790.0,670.0,36364,113290,75298,188588,188588,190233,208663,209054,200462,190249,1187249,25730,73136,97.8,61.6,21.7,351.8,17200,116070,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)", 1 Mar 2021
356,MD,2017,2.9,14.2,56.3,31.0,31.6,117.4,152.5,156.5,89.9,24.8,1.5,6.0,22.7,12.7,13.0,42.9,37.6,23.7,13.3,5.1,1.1,6.3,26.1,14.2,14.4,58.6,92.7,108.8,62.7,16.0,1416.2,943.3,871.2,890.5,898.1,731.4,405.5,217.5,212.2,316.6,110.0,1600.0,4220.0,5810.0,5920.0,22090.0,31700.0,32840.0,18390.0,4650.0,60.0,670.0,1700.0,2370.0,2430.0,8060.0,7810.0,4960.0,2720.0,950.0,39.0,713,1954,2667,2706,11022,19261,22820,12829,3003,10.0,210.0,560.0,770.0,780.0,3010.0,4630.0,5060.0,2840.0,700.0,36656,112487,74888,187375,187375,188124,207876,209816,204542,187830,1185563,26940,71641,97.5,60.4,22.7,376.0,17020,115600,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of DC, DE, PA, WV, VA)", 1 Mar 2021
370,MA,2014,1.6,10.5,35.4,22.0,22.3,77.4,113.1,152.2,90.2,21.9,1.0,4.3,13.6,8.6,8.7,27.5,23.5,16.5,10.6,4.0,0.4,4.9,17.1,10.5,10.6,39.3,72.7,111.8,65.5,14.6,2393.6,875.8,793.9,814.3,825.4,699.4,324.0,147.3,161.4,270.1,70.0,1300.0,3740.0,5040.0,5100.0,18940.0,27760.0,34400.0,18630.0,4860.0,40.0,520.0,1430.0,1960.0,2000.0,6730.0,5780.0,3720.0,2180.0,880.0,17.0,599,1805,2404,2421,9616,17839,25260,13523,3249,,170.0,500.0,680.0,680.0,2600.0,4150.0,5420.0,2920.0,740.0,40211,122976,105620,228596,228596,244796,245514,226020,206443,222069,1373438,21280,71908,79.9,52.4,15.5,296.0,16510,109700,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
371,MA,2015,1.5,9.2,31.4,19.4,19.7,71.5,111.8,151.1,91.0,22.2,0.7,3.6,12.0,7.4,7.6,24.5,23.7,16.3,10.3,4.0,0.6,4.4,15.2,9.4,9.5,37.1,71.4,111.0,66.5,14.8,1346.9,816.5,785.6,793.4,799.0,662.0,332.7,147.2,154.6,267.2,60.0,1130.0,3300.0,4440.0,4490.0,17560.0,27600.0,34680.0,19100.0,4770.0,30.0,440.0,1260.0,1700.0,1730.0,6030.0,5860.0,3750.0,2160.0,850.0,22.0,539,1601,2140,2162,9105,17622,25467,13945,3191,,150.0,450.0,600.0,610.0,2420.0,4110.0,5470.0,3000.0,720.0,39685,122940,105116,228056,228056,245599,246867,229524,209836,215094,1374976,20370,71492,78.7,52.0,14.8,285.0,16340,108200,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
372,MA,2016,1.1,8.1,29.4,17.9,18.1,66.4,110.7,149.2,90.5,23.5,0.7,3.1,11.6,7.0,7.1,22.7,23.5,15.6,9.4,3.7,0.3,3.9,13.8,8.5,8.5,34.6,70.7,110.0,66.8,16.2,2267.5,794.1,839.3,828.1,837.0,655.3,332.7,142.0,141.1,227.3,40.0,990.0,3090.0,4080.0,4120.0,16400.0,27350.0,34920.0,19330.0,4870.0,30.0,380.0,1220.0,1600.0,1630.0,5600.0,5810.0,3660.0,2010.0,760.0,12.0,477,1455,1932,1944,8539,17462,25748,14262,3362,,130.0,410.0,550.0,550.0,2270.0,4070.0,5520.0,3050.0,750.0,39221,122429,105182,227611,227611,246883,246969,234103,213622,207707,1376895,19470,71317,77.7,51.8,14.1,272.9,16210,106990,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
373,MA,2017,1.2,7.1,27.2,16.4,16.6,61.5,107.6,147.4,91.8,22.8,0.7,2.4,10.5,6.1,6.2,20.6,22.3,15.7,10.4,3.9,0.4,3.7,13.0,8.0,8.1,32.3,69.2,108.5,66.9,15.5,1790.1,631.0,804.7,761.4,769.8,637.4,322.3,144.7,156.1,249.6,50.0,860.0,2860.0,3720.0,3770.0,15220.0,26720.0,35200.0,20030.0,4670.0,30.0,290.0,1100.0,1390.0,1420.0,5100.0,5540.0,3750.0,2280.0,790.0,15.0,455,1372,1827,1842,8006,17186,25898,14605,3165,,120.0,380.0,500.0,510.0,2110.0,3990.0,5550.0,3150.0,710.0,39191,122023,105175,227198,227198,247581,248203,238739,218246,204644,1384611,18880,70702,76.3,51.1,13.6,267.0,16030,105610,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
387,MI,2014,2.3,15.5,64.4,35.3,35.7,119.6,166.5,138.1,61.9,13.5,0.9,4.4,16.1,9.1,9.3,27.4,24.1,15.0,8.8,2.8,1.1,8.9,38.9,21.0,21.2,74.5,116.7,101.4,43.5,8.7,887.9,500.9,412.8,434.9,439.3,367.9,206.5,147.5,202.7,321.5,150.0,3060.0,8630.0,11690.0,11840.0,43560.0,49750.0,41060.0,17710.0,4270.0,60.0,880.0,2150.0,3030.0,3090.0,9990.0,7200.0,4450.0,2520.0,880.0,69.0,1747,5220,6967,7036,27144,34859,30143,12446,2747,20.0,440.0,1260.0,1700.0,1720.0,6430.0,7690.0,6470.0,2740.0,640.0,65532,197195,134123,331318,331318,364317,298704,297244,286182,315140,1892905,28130,114375,88.9,60.4,14.9,245.9,25690,168190,, 1 Mar 2021
388,MI,2015,2.5,13.5,59.1,31.9,32.4,114.0,164.2,140.1,63.3,13.7,1.3,3.7,14.1,7.9,8.2,25.2,24.9,15.0,9.0,2.8,0.9,7.8,36.4,19.3,19.5,71.9,114.0,103.0,44.5,8.8,1435.3,480.1,386.5,409.1,418.5,351.2,218.3,145.3,203.0,319.1,160.0,2650.0,7840.0,10490.0,10650.0,40840.0,50620.0,41390.0,18340.0,4160.0,80.0,740.0,1860.0,2600.0,2680.0,9040.0,7670.0,4420.0,2620.0,850.0,59.0,1533,4823,6356,6415,25747,35147,30439,12885,2679,20.0,380.0,1150.0,1530.0,1550.0,6050.0,7800.0,6530.0,2840.0,620.0,64491,196484,132613,329097,329097,358335,308268,295419,289634,303401,1884154,27290,113312,88.1,60.1,14.5,240.9,25390,166000,, 1 Mar 2021
389,MI,2016,1.8,12.8,54.2,29.5,29.8,110.0,159.7,143.7,64.3,14.2,0.9,3.8,13.1,7.5,7.7,24.1,24.6,14.8,8.3,2.8,0.7,7.2,33.2,17.7,17.8,69.6,110.5,106.2,46.0,9.3,1333.4,523.7,393.5,425.2,431.8,346.2,222.7,138.9,181.0,294.8,110.0,2500.0,7150.0,9660.0,9770.0,38500.0,51300.0,42440.0,18940.0,4140.0,60.0,740.0,1720.0,2460.0,2520.0,8430.0,7910.0,4360.0,2450.0,800.0,43.0,1410,4382,5792,5835,24352,35501,31376,13535,2716,10.0,360.0,1050.0,1400.0,1420.0,5710.0,7890.0,6710.0,2950.0,620.0,62006,195522,132082,327604,327604,349811,321221,295318,294552,290843,1879349,26460,113315,87.8,60.3,14.1,233.5,25310,165090,, 1 Mar 2021
